"Category Type","Category","Product","Report By","Starting Inventory Price","Starting Inventory Count","Starting Inventory Value","Purchased Units","Purchased Value","Ending Inventory Price","Ending Inventory Count","Ending Inventory Value","Used Units","Used Value","Cost %","Wasted Units","Wasted Values","Waste %"
"Food","Seafood","[RP] Chicken & Shrimp Egg Rolls (Tray)","40 Pieces",11.79,5.2941,62.417439,0,0,0,0,0,5.2941,62.417439,"0.03%",0,0,"0.00%"
"N/A Bev","NA Beverages","Cafe Du Monde","Can",8.083299999993526,37.5833333392,303.7973583807,0,0,8.083299999963327,41.3125000068,333.9413313049," -3.729167"," -30.143973"," -0.43%",0,0,"0.00%"
"N/A Bev","NA Beverages","Coffee, Trung Nguyen","Box",7.4749999999941075,21.9427083371,164.0217448198,0,0,7.475000000014451,14.8906250037,111.3074219027,7.052083,52.714323,"0.76%",0,0,"0.00%"
"N/A Bev","NA Beverages","Creamer, Sweet & Creamy","Fluid Ounce",0.13739999999968305,244.5000000672,33.5943000092,767.99999,105.5,0.13739999999980593,397.5000000992,54.6165000136,614.99999,84.4778,"1.22%",0,0,"0.00%"
"N/A Bev","NA Beverages","Honey","Bottle",24.31999999942735,4.9368895506,120.0651538705,4,83.8,20.949999998794393,7.1364457675,149.5085388292,1.800444,54.356615,"0.78%",0,0,"0.00%"
"N/A Bev","NA Beverages","Lemon Juice","Each",7.250000000568889,0.1493010118,1.0824323356,0,0,7.25,0.1445089996,1.0476902471,0.004792,0.034742,"0.00%",0,0,"0.00%"
"N/A Bev","NA Beverages","Lime Juice","Gallon",20.447499999851498,5.6505999103,115.5406416658,4,65.43,16.357499995877944,4.3144314486,70.5733124197,5.336168,110.397329,"1.59%",0.1146154041,1.87482147256575,"1.70%"
"N/A Bev","NA Beverages","Matcha Powder","Bag",169,0.2739383517,46.2955814373,48,296,6.166700003446434,4.2796076827,26.3910566968,43.994331,315.904525,"4.55%",0,0,"0.00%"
"N/A Bev","NA Beverages","Milk, Condensed","Can",3.5000000000010885,63.7343750147,223.0703125515,48,168,3.500000000000737,56.4531250217,197.585937576,55.28125,193.484375,"2.79%",0,0,"0.00%"
"N/A Bev","NA Beverages","Misc. Charges and Credits","",0,0,0,1,17.99,0,0,0,1,17.99,"0.26%",0,0,"0.00%"
"N/A Bev","NA Beverages","Sago","Bag",0,0,0,120,177,0,0,0,120,177,"2.55%",0,0,"0.00%"
"N/A Bev","NA Beverages","Syrup, Golden Cane Sugar","Jug (Each)",0,0,0,3,290,0,0,0,3,290,"4.18%",0,0,"0.00%"
"N/A Bev","NA Beverages","Tea, Jasmine","Bag",3.5999999999238095,10.8149744014,38.933907845,0,0,3.6000000000410255,11.6449872026,41.9219539294," -0.830013"," -2.988046"," -0.04%",0,0,"0.00%"
"N/A Bev","NA Beverages","Tea, Thai","Bag",5,15.6328125,78.1640625,40,200,5,41.0078125,205.0390625,14.625,73.125,"1.05%",0,0,"0.00%"
"N/A Bev","NA Beverages","Tea, Wild Berry","Pound",18.339999999994472,26.2928016794,482.2099828002,0,0,18.340000000034408,19.8261512132,363.6116132501,6.46665,118.59837,"1.71%",0,0,"0.00%"
"N/A Bev","NA Beverages","Vita Coconut Water 33.8oz","Each",3.7500000001127343,14.2873218628,53.5774569856,72,270,3.750000000107506,38.5100060812,144.4125228046,47.777316,179.164934,"2.58%",0,0,"0.00%"
"N/A Bev","NA Beverages","Water, Fiji","Each",1.1042,49.2,54.32664,144,159,1.1042,53,58.5226,140.2,154.80404,"2.23%",0,0,"0.00%"
"N/A Bev","NA Beverages","Water, San Pellegrino Sparkling","Each",1.1646,64,74.5344,144,167.7,1.1646,64,74.5344,144,167.7,"2.42%",0,0,"0.00%"
"N/A Bev","NA Beverages","[RP] Mango Sago Jar Case","Case",0,0,0," -30"," -444.3",0,0,0," -30"," -444.3"," -6.40%",0,0,"0.00%"
"N/A Bev","NA Beverages","[RP] Strawberry Matcha Jar Case","Case",0,0,0," -23"," -325.84",0,0,0," -23"," -325.84"," -4.70%",0,0,"0.00%"
"Other","Cleaning Supplies","Advantage Chemicals 5 Gallon Liquid Dish Soap","Gallon",0,0,0,10,100.34,0,0,0,10,100.34,"14.48%",0,0,"0.00%"
"Other","Cleaning Supplies","Advantage Supplies 57"" Quick Release Metal Mop Handle","Each",0,0,0,1,5.94,0,0,0,1,5.94,"0.86%",0,0,"0.00%"
"Other","Cleaning Supplies","Bamllum 3 Pairs Of Rubber Dishwashing Gloves For Kitchen And Household Cleaning - Long Cuff 16"", Reusable, Flexible Long-lasting And Non-Slip (Medium/ Pink+Blue+White)","Each",0,0,0,1,9.49,0,0,0,1,9.49,"1.37%",0,0,"0.00%"
"Other","Cleaning Supplies","Bamllum Rubber Kitchen Dishwashing Gloves - 4 Pairs Colorful Reusable Household Cleaning Gloves For Washing Dishes And Cleaning Task Flexible Long Lasting and Non Slip Large Blue + Pink+ Yellow + Red","Each",0,0,0,1,6.94,0,0,0,1,6.94,"1.00%",0,0,"0.00%"
"Other","Cleaning Supplies","Choice 100g Large Stainless Steel Scrubber- 12/Pack","12 Each",0,0,0,1,13.99,0,0,0,1,13.99,"2.02%",0,0,"0.00%"
"Other","Cleaning Supplies","Glade Automatic Spray Air Freshener Refills, Scented Air Freshener For Home and Bathroom, Clean Linen, 6.2 OZ, 3 Count","2 Each",0,0,0,4,109.96,0,0,0,4,109.96,"15.87%",0,0,"0.00%"
"Other","Cleaning Supplies","Lavex 60"" Black Quick Release Metal Mop Handle","Each",0,0,0,1,9.77,0,0,0,1,9.77,"1.41%",0,0,"0.00%"
"Other","Cleaning Supplies","Misc. Charges and Credits","",0,0,0,1,17.68,0,0,0,1,17.68,"2.55%",0,0,"0.00%"
"Other","Cleaning Supplies","Noble Chemical 2.5 Gallon / 320 OZ. Step & Shine Concentrated Floor Cleaner","5 Gallons",0,0,0,2,104.92,0,0,0,2,104.92,"15.14%",0,0,"0.00%"
"Other","Cleaning Supplies","Nukleen, Oven /Grill Cleaner","Each",0,0,0,12,49.49,0,0,0,12,49.49,"7.14%",0,0,"0.00%"
"Other","Cleaning Supplies","Sponge, Green Heavy-Duty","Pack",0,0,0,1,5.49,0,0,0,1,5.49,"0.79%",0,0,"0.00%"
"Other","Cleaning Supplies","Trash Bag, Lavex Pro","Case",0,0,0,3,92.97,0,0,0,3,92.97,"13.42%",0,0,"0.00%"
"Other","Furniture & Equipment","Lavex 250 Watt Coated Infrared Heat Lamp Bulb","6 Each",0,0,0,2,13.98,0,0,0,2,13.98,"2.02%",0,0,"0.00%"
"Other","Furniture & Equipment","Misc. Charges and Credits","",0,0,0,1,0.57,0,0,0,1,0.57,"0.08%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","624 Heavy Aluminium Foil","9000 Each",0,0,0,1,59.95,0,0,0,1,59.95,"8.65%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","CHOICE Full-Size Steam Pan Lids","50 Each",34.99,4,139.96,0,0,34.99,4,139.96,0,0,"0.00%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","CHOICE Half-Size Steam Pan Lids","Case",35.5,3.5,124.25,0,0,35.5,3.5,124.25,0,0,"0.00%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","CHOICE Half-Size Steam Pans","Case (100 Each)",54.95,3.5,192.325,0,0,54.95,3.5,192.325,0,0,"0.00%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Cambro 10CWC135 Camwear Full Size Clear Polycarbonate flat lid","Each",0,0,0,6,59.94,0,0,0,6,59.94,"8.65%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Cambro 12189CW 135 Camwear 18""X12""X9"" Clear Food Stroage Box","Each",0,0,0,6,119.94,0,0,0,6,119.94,"17.31%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Cambro CamSquares ; 12, 18, And 22 Qt. Translucent Square Polypropylene Food Storage Container Seal Lid","22 Quarts",0,0,0,0,257.88,0,0,0,0,257.88,"37.22%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Cambro CamSquares® Classic 22 Qt. Allergen-Free Clear Square Polycarbonate Food Storage Container","22 Quarts",0,0,0,12,321.6,0,0,0,12,321.6,"46.42%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Cambro Camwear® Full Size Clear Polycarbonate GripLid 10CWGL135","6 Each",0,0,0,1,114.49,0,0,0,1,114.49,"16.53%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Choice 1/4"" X8 1/4 Size Footed Cooling Rack /Pen Grate for Steam","Each",0,0,0,1,1.49,0,0,0,1,1.49,"0.22%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Choice 10"" x 18"" Full Size Footed Pan Grate For Steam Table Pan","Each",0,0,0,1,3.59,0,0,0,1,3.59,"0.52%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Choice 8'x 10' 1/2 Footed Pan Grate For Steam Table Pan","Each",0,0,0,1,1.99,0,0,0,1,1.99,"0.29%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Chopsticks","Case",28.99,4,115.96,0,0,28.99,3,86.97,1,28.99,"4.18%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Cutlery Exchange Program","Each",0,0,0,1,63.35,0,0,0,1,63.35,"9.14%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Jar Lids, Gold (old, need to delete)","Case",175,0.03,5.25,0,0,175,0.076,13.3," -0.046"," -8.05"," -1.16%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Misc. Charges and Credits","",0,0,0,1,52.82,0,0,0,1,52.82,"7.62%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Ramekin Lids (1.5oz-2.5oz)","Case",21,3.6064,75.7344,4,81.5,18.5,3.9296,72.6976,3.6768,84.5368,"12.20%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Scrubble By ACS GB12-TSH 8"" x 4"" x 3 1/2"" Grill Brick -12/Case","12 Each",0,0,0,1,31.49,0,0,0,1,31.49,"4.55%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Vigor 1/4 Size Clear Polycarbonate Drain Tray","Each",0,0,0,6,13.14,0,0,0,6,13.14,"1.90%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Vigor Fil Size Poyiarbonatic Drain Tray","Each",0,0,0,6,41.94,0,0,0,6,41.94,"6.05%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","Vollrath 47399 Jacob,s Pride #36 Beige Squeeze handle Disher 0.94OZ","Each",0,0,0,4,72.8,0,0,0,4,72.8,"10.51%",0,0,"0.00%"
"Other","Kitchen Utensils and Supplies","sani Lav 2081 60 Heavy  Duty steel Paddle","Case",0,0,0,1,139.99,0,0,0,1,139.99,"20.21%",0,0,"0.00%"
"Other","Office Printing and Supplies","Affisure Permanent Markers, 100 Packs Permanent Markers Bulk, Quick Dryingin One Second, Waterproof, Smooth, Noteasy To Erase, Durable, Can Be Markedon Glass, Tiles And Cloth, Office Supplies","100 Each",0,0,0,1,23.99,0,0,0,1,23.99,"3.46%",0,0,"0.00%"
"Other","Office Printing and Supplies","Bostitch Office B8 PowerCrown 0.25 Inch Staples, Pack of 30,000 Staples (STCRP21151/4-6), Silver","Each",0,0,0,1,10.98,0,0,0,1,10.98,"1.58%",0,0,"0.00%"
"Other","Office Printing and Supplies","Misc. Charges and Credits","",0,0,0,1,9.58,0,0,0,1,9.58,"1.38%",0,0,"0.00%"
"Other","Office Printing and Supplies","Perco Neon Green Round Circle Dot Sticker 2-Inch Labels with Perforation for Easy Tear-Off, 500 Stickers per Roll- in Stock, Ready & Promo Labels, High Visibility Strong Adhesive-Made in USA","500 Each",0,0,0,2,25.78,0,0,0,2,25.78,"3.72%",0,0,"0.00%"
"Other","Office Printing and Supplies","Scotch Painter's Tape 2060-1A 2060 Masking Tape, 1-Inch By 60-Yard, Green, 4 Pack","4 Each",0,0,0,1,16.58,0,0,0,1,16.58,"2.39%",0,0,"0.00%"
"Other","Office Printing and Supplies","Scotch Transparent Tape, Clear Tape Engineered for Office and Home Use, 3 Inche Core, 1 in x 2592 in, 3 Rolls","3 Each",0,0,0,5,82.7,0,0,0,5,82.7,"11.94%",0,0,"0.00%"
"Other","Paper (QSR)","916M Film","Each",0,0,0,1,27.5,0,0,0,1,27.5,"3.97%",0,0,"0.00%"
"Other","Paper and Packaging","32oz Bagasse Bowl 300PC","300 Each",65,3.5,227.5,1,65,65,3,195,1.5,97.5,"14.07%",0,0,"0.00%"
"Other","Paper and Packaging","32oz LIDS for Bagasse Bowl 300PC","300 Each",57,3.5,199.5,1,57,57,3,171,1.5,85.5,"12.34%",0,0,"0.00%"
"Other","Paper and Packaging","AN Utensil Packets","Each",11.18,1,11.18,1,11.18,11.18,1.3,14.534,0.7,7.826,"1.13%",0,0,"0.00%"
"Other","Paper and Packaging","CHOICE Take-Out Broth Bags","Case",18.99,3,56.97,2,38.98,18.99,2,37.98,3,57.97,"8.37%",0,0,"0.00%"
"Other","Paper and Packaging","Choice 160 oz. Beverage Take Out Counter","20 Each",100.99,2,201.98,0,0,100.99,2,201.98,0,0,"0.00%",0,0,"0.00%"
"Other","Paper and Packaging","Choice 96 OZ. Beverage Take-Out Container - 25/Case","25 Each",85.99,2,171.98,0,0,85.99,2,171.98,0,0,"0.00%",0,0,"0.00%"
"Other","Paper and Packaging","Jar Lids (8oz) (70/450)","Case",186.07,8.511,1583.64177,3,558.21,186.07,8.546,1590.15422,2.965,551.69755,"79.64%",0,0,"0.00%"
"Other","Paper and Packaging","Jars (8oz)","Case",6.400000000000917,257.9999999788,1651.1999998643,270,1771.2,6.560000000011632,235.3333333084,1543.7866665033,292.666667,1878.613333,"271.17%",0,0,"0.00%"
"Other","Paper and Packaging","Lavex Premium 3 1/2"" x 4 1/2"" Individually-Wrapped 2-Ply Standard 500 Sheet Toilet Paper Roll - 48/case","48 Each",36.49,2,72.98,1,36.49,36.49,1,36.49,2,72.98,"10.53%",0,0,"0.00%"
"Other","Paper and Packaging","Med Brown Paper Bag 10x7x13 250Ct Paper Handle - REG 10 7 13","250 Each",0,0,0,1,36,0,0,0,1,36,"5.20%",0,0,"0.00%"
"Other","Paper and Packaging","Misc. Charges and Credits","",0,0,0,1,27.48,0,0,0,1,27.48,"3.97%",0,0,"0.00%"
"Other","Paper and Packaging","Napkins, OneUp 2-Ply","Pack",1.4788,24,35.4912,48,70.98,1.4788,30,44.364,42,62.1072,"8.96%",0,0,"0.00%"
"Other","Paper and Packaging","Paper, Banh Mi Wrap(White)","Case",124.99,2,249.98," -1"," -124.99",124.99,1,124.99,0,0,"0.00%",0,0,"0.00%"
"Other","Paper and Packaging","Plastic Bottles (10oz)","Case",128.95999999983084,10.500000012,1354.0800015474,7,902.72,128.96000000011387,10.9583333466,1413.1866683777,6.541667,843.613333,"121.77%",0,0,"0.00%"
"Other","Paper and Packaging","ROLLPLAY Banh Mi Paper","Roll Play Banh Mi Paper (Case)",0,1,0,0,0,0,2,0," -1",0,"0.00%",0,0,"0.00%"
"Other","Paper and Packaging","ROLLPLAY Large Bowl Lids","Case (300 Each)",0,0,0,0,0,2.36,5.5,12.98," -5.5"," -12.98"," -1.87%",0,0,"0.00%"
"Other","Paper and Packaging","ROLLPLAY Large Bowls","Case (300 Each)",3.24,0.5,1.62,0,0,3.24,6.25,20.25," -5.75"," -18.63"," -2.69%",0,0,"0.00%"
"Other","Paper and Packaging","ROLLPLAY Medium Paper Bags","Case",3.84,4,15.36,6,23.04,3.84,5,19.2,5,19.2,"2.77%",0,0,"0.00%"
"Other","Paper and Packaging","ROLLPLAY Small Bowl Lids","Case",3.24,1,3.24,3,9.72,3.24,2,6.48,2,6.48,"0.94%",0,0,"0.00%"
"Other","Paper and Packaging","ROLLPLAY Small Bowls","Case",3.24,1,3.24,3,9.72,3.24,7,22.68," -3"," -9.72"," -1.40%",0,0,"0.00%"
"Other","Paper and Packaging","ROLLPLAY Utensil Packets","Each",11.18,2,22.36,3,33.54,11.18,1,11.18,4,44.72,"6.46%",0,0,"0.00%"
"Other","Paper and Packaging","Ramekins Cups (2oz)","Case",18.5,3.5264,65.2384,3,58,18.5,2.9296,54.1976,3.5968,69.0408,"9.97%",0,0,"0.00%"
"Other","Paper and Packaging","Sandwich Bags (Eggrolls)","Case",52.99,1,52.99,2,105.98,52.99,4,211.96," -1"," -52.99"," -7.65%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Deli Containers (24oz)","Case",35,27,945,12,360,30,26.5,795,12.5,510,"73.62%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Deli Containers (8oz)","Case",26,0.2,5.2,2,54,27,2.5,67.5," -0.3"," -8.3"," -1.20%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Forks","Case",23.99,2,47.98,1,19.99,19.99,2,39.98,1,27.99,"4.04%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Gloves (S, M, L, XL)","Box",2.4,32,76.8,100,226,2.4,84,201.6,48,101.2,"14.61%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Large Bowl Lids (44oz)","Case",49,10.8,529.2,12,588,49,11.48,562.52,11.32,554.68,"80.07%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Large Bowls (44oz)","Case",55,11.72,644.6,11,605,55,12.2,671,10.52,578.6,"83.52%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Large Paper Bags (13x7x17)","Case",50,14,700,2,100,50,10,500,6,300,"43.30%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Medium Paper Bags (10x6x12)","Case",36,28.5,1026,0,0,36,28,1008,0.5,18,"2.60%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Pho Spoons","Case",11.99,19,227.81,12,143.88,11.99,15,179.85,16,191.84,"27.69%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Rectangular Container (38oz) (Summer Rolls)","Case",32.5,15,487.5,2,72,36,17,612,0," -52.5"," -7.58%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Small Bowl Lids (16-32oz)","Case",36.49,34.48,1258.1752,0,0,36.49,35.96,1312.1804," -1.48"," -54.0052"," -7.80%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Small Bowls (24oz)","Case",39.58,37.16,1470.7928,0,0,39.58,37,1464.46,0.16,6.3328,"0.91%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Utensil Packets","Case (500 Each)",52.99,19,1006.81,0,0,52.99,19,1006.81,0,0,"0.00%",0,0,"0.00%"
"Other","Paper and Packaging","UNBRANDED Wing Buckets","Case",35.7095,9.9,353.52405,6.3,221.97,35.35235,7.85,278.890975,8.35,296.603075,"42.81%",0,0,"0.00%"
"Other","Uniforms","Black Shirts - Extra Large","Each",3.46,7,24.22,0,0,3.46,7,24.22,0,0,"0.00%",0,0,"0.00%"
"Other","Uniforms","Black Shirts - Large","Each",3.22,14,45.08,0,0,3.22,14,45.08,0,0,"0.00%",0,0,"0.00%"
"Other","Uniforms","Black Shirts - Medium","Each",3.22,35,112.7,0,0,3.22,35,112.7,0,0,"0.00%",0,0,"0.00%"
"Other","Uniforms","Black Shirts - Small","Each",3.22,35,112.7,0,0,3.22,35,112.7,0,0,"0.00%",0,0,"0.00%"
"Other","Uniforms","CHOICE Black Hats","Each",4.29,20,85.8,0,0,4.29,20,85.8,0,0,"0.00%",0,0,"0.00%"
"Other","Uniforms","Choice Black 38 Mil Heavy Weight Vinyl Dishwasher Apron - 40"" X25"" - 4/ Pack","4 Each",0,0,0,1,34.99,0,0,0,1,34.99,"5.05%",0,0,"0.00%"
"Other","Uniforms","Misc. Charges and Credits","",0,0,0,1,1.44,0,0,0,1,1.44,"0.21%",0,0,"0.00%"
